,names,score,boolean
3299,this town ain't big enough for the 2-4 of us,0.215206,False
3300,tokyo express,0.133214,False
3301,munchkin,0.311562,True
3302,airlines,0.322832,True
3303,loop inc.,0.288488,True
3304,skull tales,0.20795,False
3305,silent death: the next millennium deluxe edition,0.33354,True
3306,fastrack,0.259044,False
3307,devil's horsemen,0.226258,False
3308,marco polo expedition,0.198948,False
3309,war on terror,0.078402,False
3310,stellar conquest,0.216122,False
3311,rolling stock,0.294974,True
3312,time 'n' space,0.180536,False
3313,hack trick,0.273948,False
3314,star wars: episode 1 ? clash of the lightsabers,0.30052,True
3315,the hell of stalingrad,0.236278,False
3316,to the last man!,0.347024,True
3317,jupiter rescue,0.29616,True
3318,"i, spy",0.425444,True
3319,armageddon,0.204898,False
3320,advanced tobruk,0.26312,False
3321,m.u.l.e. the board game,0.421484,True
3322,gorechosen,0.374284,True
3323,duck dealer,0.305804,True
3324,genesis,0.382874,True
3325,battle merchants,0.181782,False
3326,island siege,0.359626,True
3327,nanuk,0.240532,False
3328,conhex,0.346842,True
3329,1825 unit 1,0.3701,True
3330,make 'n' break,0.175424,False
3331,strat-o-matic hockey,0.387952,True
3332,pocket imperium,0.132406,False
3333,push it,0.49079,True
3334,urbania,0.162598,False
3335,kung fu fighting,0.294466,True
3336,africa,0.324092,True
3337,fire and fury,0.308438,True
3338,target earth,0.279106,False
3339,turbo taxi,0.193572,False
3340,tyranno ex,0.309422,True
3341,dorn,0.312938,True
3342,persian gulf: battle for the middle east,0.147758,False
3343,mars attacks: the miniatures game,0.20486,False
3344,mosby's raiders,0.352454,True
3345,clash of giants,0.139804,False
3346,six making,0.347436,True
3347,cornerstone,0.42296,True
3348,"warhammer 40,000 (seventh edition)",0.175856,False
3349,montego bay,0.24036,False
3350,bring out yer dead,0.250142,False
3351,yu-gi-oh! dice masters,0.209224,False
3352,harry potter trading card game,0.286984,True
3353,pixel tactics 4,0.185612,False
3354,mini kubb,0.213372,False
3355,black spy,0.27766,False
3356,world war i,0.173296,False
3357,don't turn your back,0.334314,True
3358,mask of anubis,0.280446,False
3359,piraten kapern,0.388642,True
3360,von manstein's backhand blow,0.08372,False
3361,tahiti,0.377258,True
3362,colonialism,0.253188,False
3363,die weinhandler,0.248492,False
3364,b-29 superfortress,0.094808,False
3365,sicily: triumph and folly,0.244916,False
3366,new haven,0.251042,False
3367,freya's folly,0.32793,True
3368,x-bugs,0.256958,False
3369,"elusive victory: the air war over the suez canal, 1967-1973",0.089462,False
3370,high treason: the trial of louis riel,0.395744,True
3371,adios amigos,0.21612,False
3372,charon inc.,0.266456,False
3373,quilt show,0.41183,True
3374,brick party,0.250508,False
3375,dynasty league baseball,0.421032,True
3376,the fog of war,0.145866,False
3377,level x,0.430288,True
3378,the great khan game,0.274596,False
3379,the great war in europe: deluxe edition,0.126134,False
3380,star trader,0.154228,False
3381,monster chase,0.35036,True
3382,die magier von pangea,0.304718,True
3383,plato 3000,0.5206,True
3384,ideology: the war of ideas,0.111244,False
3385,scripts and scribes: the dice game,0.25824,False
3386,the kaiser's pirates,0.19472,False
3387,smash up: big in japan,0.230658,False
3388,vampire: prince of the city,0.270952,False
3389,lee vs. grant,0.318594,True
3390,tumult royale,0.236234,False
3391,the undercity: an iron kingdoms adventure board game,0.26593,False
3392,fairytale gloom,0.190816,False
3393,iknow,0.264826,False
3394,bomber command,0.259612,False
3395,1865: sardinia,0.440322,True
3396,genesis: empires and kingdoms of the ancient middle east,0.340736,True
3397,submarine,0.188784,False
3398,brandywine,0.18357,False
3399,aquarius,0.330354,True
3400,drcongo,0.370196,True
3401,mi tierra: new era,0.280532,False
3402,way out west,0.138522,False
3403,"warhammer 40,000: dark vengeance",0.156396,False
3404,statis pro basketball,0.305606,True
3405,animalia,0.313112,True
3406,witch trial,0.355938,True
3407,members only,0.380194,True
3408,18ga,0.236902,False
3409,jamsumo,0.460404,True
3410,octi,0.18903,False
3411,sternenhimmel,0.41824,True
3412,cataphract,0.158652,False
3413,anno 1701: das brettspiel,0.331728,True
3414,dinosaurs of the lost world,0.407698,True
3415,sherlock,0.324488,True
3416,tulipmania 1637,0.241494,False
3417,pampas railroads,0.473082,True
3418,age of thieves,0.295624,True
3419,terrace,0.296218,True
3420,galaxy: the dark ages,0.241048,False
3421,cranium wow,0.381894,True
3422,deduce or die,0.341326,True
3423,18scan,0.412708,True
3424,a fistful of penguins,0.283028,True
3425,d-day at peleliu,0.314854,True
3426,three battles of manassas,0.19563,False
3427,"the tide at sunrise: the russo-japanese war, 1904-1905",0.329878,True
3428,battles of the bulge: celles,0.478504,True
3429,waterloo 1815: fallen eagles,0.40577,True
3430,bits,0.292136,True
3431,password,0.020584,False
3432,the next war,0.18465,False
3433,axis and allies 1941,0.261768,False
3434,zeppelin attack!,0.268762,False
3435,dark dealings,0.31096,True
3436,risk: 40th anniversary collector's edition,0.196028,False
3437,chase,0.263502,False
3438,totensonntag,0.262558,False
3439,katamino,0.152134,False
3440,arnhem,0.340598,True
3441,enemy chocolatier,0.396274,True
3442,leaders of euphoria: choose a better oppressor,0.220332,False
3443,holland '44: operation market-garden,0.249886,False
3444,kalah,0.18573,False
3445,mercante,0.26533,False
3446,"grand illusion: mirage of glory, 1914",0.105766,False
3447,colonial diplomacy,0.314078,True
3448,d-day dice: free trial version,0.310288,True
3449,farmageddon,0.319624,True
3450,techno witches,0.219812,False
3451,gladiator,0.272658,False
3452,unanimo,0.306408,True
3453,delve: the dice game,0.39717,True
3454,breakaway rider,0.222718,False
3455,sola fide: the reformation,0.18849,False
3456,zong shi,0.30018,True
3457,naval war,0.299116,True
3458,terra prime,0.253038,False
3459,dungeon!,0.316696,True
3460,the dungeon of d,0.334356,True
3461,rising 5: runes of asteros,0.23441,False
3462,om nom nom,0.312022,True
3463,town center,0.315712,True
3464,"trump, tricks, game!",0.323166,True
3465,wombat rescue,0.177114,False
3466,handler der karibik,0.314044,True
3467,air superiority,0.199302,False
3468,munchkin pathfinder,0.137698,False
3469,monuments: wonders of antiquity,0.26133,False
3470,robot turtles,0.271906,False
3471,pixel tactics 5,0.179116,False
3472,dark horse,0.279786,False
3473,affentennis,0.529502,True
3474,cosmogenesis,0.320336,True
3475,svea rike,0.209968,False
3476,bomb squad academy,0.28009,False
3477,burke's gambit,0.27317,False
3478,blink,0.375814,True
3479,victoria cross,0.27456,False
3480,tal der konige,0.25601,False
3481,harvest dice,0.22138,False
3482,savannah tails,0.220868,False
3483,b-17 flying fortress leader,0.268974,False
3484,kanzume goddess,0.329538,True
3485,the twelve doctors: doctor who card game,0.37636,True
3486,circle the wagons,0.479356,True
3487,tobruk:  tank battles in north africa 1942,0.220014,False
3488,ausgebremst,0.37646,True
3489,richard scarry's busytown: eye found it! game,0.54126,True
3490,4 gods,0.157696,False
3491,krosmaster: quest,0.093578,False
3492,express,0.214294,False
3493,objets trouves,0.041736,False
3494,serpents of the seas,0.156332,False
3495,santa fe,0.29284,True
3496,monster factory,0.445416,True
3497,dracula's feast,0.39598,True
3498,mahe,0.153596,False
3499,27th passenger: a hunt on rails,0.319192,True
3500,lord of the fries,0.11414,False
3501,extra!,0.412764,True
3502,"the greatest day: sword, juno, and gold beaches",0.518376,True
3503,rise to power,0.24154,False
3504,touria,0.353838,True
3505,6-tage rennen,0.383204,True
3506,magi-nation duel,0.402584,True
3507,fast forward: fear,0.320434,True
3508,escape room in a box: the werewolf experiment,0.406372,True
3509,dungeoneer: haunted woods of malthorin,0.162256,False
3510,tanks: panther vs sherman,0.256234,False
3511,crazy time,0.200132,False
3512,gold!,0.175948,False
3513,regatta,0.283056,True
3514,the creature that ate sheboygan,0.202556,False
3515,block mania,0.192022,False
3516,fleet commander: 1 ? ignition,0.262384,False
3517,creationary,0.168774,False
3518,dungeon time,0.176664,False
3519,shazamm!,0.327888,True
3520,matryoshka,0.236944,False
3521,what were you thinking?,0.49364,True
3522,silberzwerg,0.322342,True
3523,epigo,0.31981,True
3524,catacombs and castles,0.239212,False
3525,pirates of the 7 seas,0.141866,False
3526,risk: the lord of the rings,0.174494,False
3527,30 seconds,0.33718,True
3528,mordred,0.252832,False
3529,harvest,0.526128,True
3530,italia,0.209168,False
3531,18neb,0.448896,True
3532,topiary,0.340392,True
3533,squad seven,0.278308,False
3534,dune: the dice game,0.279544,False
3535,after pablo,0.34355,True
3536,hero of weehawken,0.42776,True
3537,max,0.449952,True
3538,conspiracy,0.196348,False
3539,modern naval battles,0.191588,False
3540,glastonbury,0.228874,False
3541,stalin's war,0.131994,False
3542,the butterfly garden,0.27497,False
3543,panzer grenadier: road to berlin,0.200494,False
3544,dead panic,0.090072,False
3545,montage,0.347632,True
3546,krieg und frieden,0.256178,False
3547,1829,0.332644,True
3548,barbarian prince,0.281474,False
3549,gyges,0.163814,False
3550,kharnage,0.156782,False
3551,flash duel,0.411032,True
3552,kumo hogosha,0.357818,True
3553,ninja versus ninja,0.297142,True
3554,1824: austria-hungary,0.449856,True
3555,draconis invasion,0.366292,True
3556,bang!: the walking dead,0.084936,False
3557,battle of the bulge,0.174536,False
3558,loot n run,0.400632,True
3559,pick-a-polar bear,0.247942,False
3560,six,0.258444,False
3561,three cheers for master,0.260014,False
3562,jena 20,0.240674,False
3563,desperados of dice town,0.287454,True
3564,robin hood,0.33921,True
3565,cavemen: the quest for fire,0.312224,True
3566,la bataille de ligny,0.18552,False
3567,gangster,0.163816,False
3568,mini curling game,0.360648,True
3569,nhl power play team-building card game,0.472414,True
3570,neptun,0.245772,False
3571,steam donkey,0.35466,True
3572,history maker baseball,0.521862,True
3573,clash for a continent:  battles of the american revolution and french and indian war,0.327178,True
3574,ladybohn: manche mogen's heiss!,0.191322,False
3575,pit crew,0.336618,True
3576,world monuments,0.221774,False
3577,why first?,0.26938,False
3578,the three days of gettysburg (third edition),0.219752,False
3579,thrash'n roll,0.197124,False
3580,hue,0.24909,False
3581,risk: star wars ? the clone wars edition,0.163062,False
3582,hitler's war,0.247862,False
3583,axis empires: dai senso!,0.217474,False
3584,resident evil deck building game: mercenaries,0.209328,False
3585,"silver bayonet: the first team in vietnam, 1965 (25th anniversary edition)",0.478378,True
3586,dungeoneer: dragons of the forsaken desert,0.10375,False
3587,napoleon's war:  the 100 days,0.125488,False
3588,"aye, dark overlord! the red box",0.227766,False
3589,dungeons and dragons: tomb of annihilation board game,0.375264,True
3590,bang! the duel,0.202234,False
3591,storm over dien bien phu,0.33086,True
3592,world war ii: european theater of operations,0.100972,False
3593,221b baker street: the master detective game,0.267288,False
3594,city hall,0.264364,False
3595,dungeoneer: den of the wererats,0.159832,False
3596,sigismundus augustus: dei gratia rex poloniae,0.294462,True
3597,mechwarrior: dark age,0.221918,False
3598,test of fire: bull run 1861,0.296812,True
3599,little devils,0.235922,False
3600,"goblins drool, fairies rule!",0.394728,True
3601,"duck, duck, bruce",0.363048,True
3602,the horus heresy: betrayal at calth,0.154798,False
3603,potion-making: practice,0.249474,False
3604,tide of iron: next wave,0.238686,False
3605,mage knight,0.180226,False
3606,cambria,0.40068,True
3607,swashbuckler,0.26053,False
3608,kayanak,0.205008,False
3609,warlords of europe,0.082078,False
3610,the arrival,0.280682,False
3611,owner's choice,0.347798,True
3612,old town,0.383302,True
3613,bohn to be wild!,0.25117,False
3614,"bloody april, 1917: air war over arras, france",0.14098,False
3615,travel blog,0.312514,True
3616,crazy circus,0.23459,False
3617,friesematenten,0.03863,False
3618,king chocolate,0.344334,True
3619,kachina,0.477724,True
3620,ventura,0.0926,False
3621,wizards of the wild,0.361096,True
3622,zoowaboo,0.34655,True
3623,shadows over normandie,0.017166,False
3624,afrika korps,0.246014,False
3625,ylandyss,0.080538,False
3626,hellas,0.366148,True
3627,one deck dungeon: forest of shadows,0.14345,False
3628,pirate dice: voyage on the rolling seas,0.268722,False
3629,saboteur: the duel,0.121196,False
3630,rhodes,0.287338,True
3631,crash tackle rugby board game,0.39732,True
3632,cobra,0.054768,False
3633,the big taboo,0.32205,True
3634,mali powsta?cy: warszawa 1944,0.244752,False
3635,waterloo 20,0.289048,True
3636,world at war: the untold stories,0.384156,True
3637,mbt (first edition),0.189658,False
3638,bohemian villages,0.23939,False
3639,miscellaneous game accessory,0.02241,False
3640,super scrabble,0.189594,False
3641,7 days of westerplatte,0.192716,False
3642,gauntlet of fools,0.27284,False
3643,1822: the railways of great britain,0.53684,True
3644,railroad dice,0.210566,False
3645,"rome: imperium, circus maximus, hannibal vs rome",0.376954,True
3646,siena,0.290248,True
3647,shh,0.274078,False
3648,vienna,0.14657,False
3649,no retreat 4! italian front: 1943-45,0.343248,True
3650,packet row,0.30938,True
3651,taktika,0.379432,True
3652,tom tube,0.22059,False
3653,u-boat leader,0.190626,False
3654,check your 6!,0.308056,True
3655,fifth avenue,0.159066,False
3656,costa rica,0.242754,False
3657,all things zombie: the boardgame,0.189972,False
3658,feudal,0.176426,False
3659,the lord of the rings: the fellowship of the ring,0.191814,False
3660,artificium,0.242394,False
3661,shinobi wat-aah!,0.32053,True
3662,haste worte?,0.33482,True
3663,croak!,0.356068,True
3664,titania,0.21267,False
3665,moderne zeiten,0.398972,True
3666,ophir,0.29853,True
3667,homestretch,0.662752,True
3668,munchkin quest,0.13462,False
3669,say anything family edition,0.417784,True
3670,gulf strike,0.16972,False
3671,viva pamplona!,0.527296,True
3672,wings for the baron (second edition),0.453064,True
3673,zombiaki,0.128132,False
3674,letnisko,0.40213,True
3675,ebbes,0.373168,True
3676,lords of war: orcs versus dwarves,0.248404,False
3677,wrath of dragons,0.472586,True
3678,feurio!,0.155702,False
3679,einauge sei wachsam!,0.484594,True
3680,the palace of mad king ludwig,0.276792,False
3681,feudalia,0.116586,False
3682,omega centauri,0.355174,True
3683,helionox: the last sunset,0.322048,True
3684,rolling japan,0.220394,False
3685,code of nine,0.362422,True
3686,the great battles of alexander,0.225946,False
3687,borderlands,0.237752,False
3688,harry's grand slam baseball game,0.608744,True
3689,"ici, c'est la france! the algerian war of independence 1954 - 1962",0.291668,True
3690,dungeon twister: the card game,0.19145,False
3691,the rise of the roman republic,0.200894,False
3692,gobbit,0.137904,False
3693,the secret of monte cristo,0.2256,False
3694,station master,0.297854,True
3695,last blitzkrieg,0.281406,False
3696,the hellgame,0.20288,False
3697,promised land: 1250-587 bc,0.360264,True
3698,rumble in the house,0.271932,False
3699,sherlock holmes: the card game,0.185934,False
3700,spearpoint 1943,0.38474,True
